Suburb,Population density 2015,year,population
WENDOUREE - MINERS REST,219.7,2015,14848
BACCHUS MARSH REGION,5.7,2015,5949
CRESWICK - CLUNES,8.7,2015,7466
DAYLESFORD,9.6,2015,8795
GORDON (VIC.),6.6,2015,5588
AVOCA,1.9,2015,3249
BEAUFORT,2.2,2015,4053
GOLDEN PLAINS - NORTH,4.5,2015,4188
MARYBOROUGH (VIC.),169.9,2015,7739
MARYBOROUGH REGION,3.1,2015,5014
BENDIGO,929,2015,14841
CALIFORNIA GULLY - EAGLEHAWK,341.7,2015,11287
EAST BENDIGO - KENNINGTON,799.9,2015,13718
FLORA HILL - SPRING GULLY,709.8,2015,9370
KANGAROO FLAT - GOLDEN SQUARE,482.8,2015,19740
MAIDEN GULLY,117.2,2015,5039
STRATHFIELDSAYE,147.2,2015,8304
WHITE HILLS - ASCOT,156.2,2015,10589
BENDIGO REGION - SOUTH,8.7,2015,6916
CASTLEMAINE,120.1,2015,10082
CASTLEMAINE REGION,5.5,2015,8378
HEATHCOTE,5.6,2015,4264
KYNETON,17,2015,9466
WOODEND,32.1,2015,6798
BENDIGO REGION - NORTH,3,2015,4267
LODDON,1.1,2015,6860
BANNOCKBURN,30.4,2015,5847
GOLDEN PLAINS - SOUTH,4.5,2015,6736
WINCHELSEA,6.2,2015,5628
BELMONT,1516.2,2015,14205
CORIO - NORLANE,330.1,2015,26671
GEELONG,1011.2,2015,12819
GEELONG WEST - HAMLYN HEIGHTS,615.7,2015,19691
GROVEDALE,399.4,2015,22238
HIGHTON,542.1,2015,22051
LARA,29.8,2015,17521
LEOPOLD,429.8,2015,12004
NEWCOMB - MOOLAP,344,2015,14943
NEWTOWN (VIC.),1793,2015,10384
NORTH GEELONG - BELL PARK,678.9,2015,14890
CLIFTON SPRINGS,197.7,2015,12882
LORNE - ANGLESEA,10.8,2015,4835
OCEAN GROVE - BARWON HEADS,134.5,2015,21117
PORTARLINGTON,99.5,2015,7149
QUEENSCLIFF,66.7,2015,4113
TORQUAY,144.3,2015,18227
ALEXANDRA,3,2015,6333
EUROA,2.9,2015,6055
KILMORE - BROADFORD,28.6,2015,13220
MANSFIELD (VIC.),2.2,2015,8556
NAGAMBIE,2.9,2015,3790
SEYMOUR,80,2015,6341
SEYMOUR REGION,2.6,2015,4347
UPPER YARRA VALLEY,0.3,2015,221
YEA,2.3,2015,3447
BENALLA,32.4,2015,10210
BENALLA REGION,1.6,2015,3333
RUTHERGLEN,7.8,2015,3742
WANGARATTA,315.3,2015,18158
WANGARATTA REGION,2.5,2015,8907
BEECHWORTH,11.8,2015,4377
BRIGHT - MOUNT BEAUTY,1.8,2015,7701
CHILTERN - INDIGO VALLEY,5.6,2015,2892
MYRTLEFORD,8.2,2015,4510
TOWONG,0.9,2015,5733
WEST WODONGA,98.4,2015,15149
WODONGA,84,2015,23410
YACKANDANDAH,6.3,2015,4468
DROUIN,47.1,2015,15405
MOUNT BAW BAW REGION,2.1,2015,5875
TRAFALGAR (VIC.),15,2015,7501
WARRAGUL,50.9,2015,17981
BAIRNSDALE,92.1,2015,14271
BRUTHEN - OMEO,1,2015,7390
LAKES ENTRANCE,46.6,2015,9981
ORBOST,0.6,2015,6365
PAYNESVILLE,14.6,2015,6090
FOSTER,5.4,2015,8134
FRENCH ISLAND,0.7,2015,113
KORUMBURRA,15,2015,8992
LEONGATHA,13.5,2015,10826
PHILLIP ISLAND,100.7,2015,10124
WILSONS PROMONTORY,0,2015,14
WONTHAGGI - INVERLOCH,29.9,2015,21739
CHURCHILL,14.9,2015,11836
MOE - NEWBOROUGH,154.4,2015,16253
MORWELL,163.5,2015,13981
TRARALGON,179.3,2015,26835
YALLOURN NORTH - GLENGARRY,13,2015,4451
ALPS - WEST,0,2015,29
LONGFORD - LOCH SPORT,2.4,2015,3829
MAFFRA,5.3,2015,13436
ROSEDALE,4.9,2015,4711
SALE,322.5,2015,14716
YARRAM,2.7,2015,5142
ARARAT,49.3,2015,7941
ARARAT REGION,0.7,2015,2902
HORSHAM,198,2015,16451
HORSHAM REGION,0.8,2015,3344
NHILL REGION,0.6,2015,6788
ST ARNAUD,1.1,2015,3414
STAWELL,3,2015,8105
WEST WIMMERA,0.5,2015,2611
YARRIAMBIACK,0.9,2015,6702
IRYMPLE,73.1,2015,6455
MERBEIN,44.5,2015,4530
MILDURA,432.9,2015,32969
MILDURA REGION,0.2,2015,3589
RED CLIFFS,22.2,2015,5472
BULOKE,0.7,2015,5955
GANNAWARRA,1.7,2015,6227
KERANG,25.8,2015,3786
ROBINVALE,18.8,2015,3411
SWAN HILL,85.4,2015,10809
SWAN HILL REGION,1.1,2015,6192
ECHUCA,79.8,2015,14672
KYABRAM,14.6,2015,10806
LOCKINGTON - GUNBOWER,2.2,2015,3698
ROCHESTER,10.9,2015,3837
RUSHWORTH,2.4,2015,3902
COBRAM,47.9,2015,6315
MOIRA,1.7,2015,2507
NUMURKAH,5.3,2015,12274
YARRAWONGA,81.3,2015,7724
MOOROOPNA,193.6,2015,7738
SHEPPARTON - NORTH,281.8,2015,18503
SHEPPARTON - SOUTH,161.5,2015,23130
SHEPPARTON REGION - EAST,3.7,2015,3893
SHEPPARTON REGION - WEST,9.6,2015,9905
GLENELG (VIC.),1.4,2015,8382
HAMILTON (VIC.),49.5,2015,9821
PORTLAND,167.9,2015,10744
SOUTHERN GRAMPIANS,0.9,2015,6019
CAMPERDOWN,34.2,2015,3358
COLAC,215.9,2015,11817
COLAC REGION,2.7,2015,5272
CORANGAMITE - NORTH,2,2015,5159
CORANGAMITE - SOUTH,3.9,2015,7120
MOYNE - EAST,2,2015,6529
MOYNE - WEST,4.6,2015,9342
OTWAY,2.1,2015,3176
WARRNAMBOOL - NORTH,334,2015,20847
WARRNAMBOOL - SOUTH,109.3,2015,13132
